City,Created,Applicable Date,Wind Speed,Temperature
Madrid,2022-05-01 00:00:00,2022-05-01 00:00:00,6.837,22.874
Madrid,2022-04-30 00:00:00,2022-05-01 00:00:00,6.769,22.645
Madrid,2022-04-29 00:00:00,2022-05-01 00:00:00,6.974,23.331
Madrid,2022-04-28 00:00:00,2022-05-01 00:00:00,7.042,23.56
Madrid,2022-04-27 00:00:00,2022-05-01 00:00:00,6.564,23.789
Madrid,2022-04-26 00:00:00,2022-05-01 00:00:00,7.179,21.73
Madrid,2022-04-25 00:00:00,2022-05-01 00:00:00,7.247,24.246
Madrid,2022-04-24 00:00:00,2022-05-01 00:00:00,6.358,24.475
Madrid,2022-04-23 00:00:00,2022-05-01 00:00:00,7.384,24.704
Madrid,2022-04-22 00:00:00,2022-05-01 00:00:00,6.222,20.815
Madrid,2022-04-21 00:00:00,2022-05-01 00:00:00,7.521,25.161
Madrid,2022-04-20 00:00:00,2022-05-01 00:00:00,6.085,25.39
Madrid,2022-04-19 00:00:00,2022-05-01 00:00:00,6.017,25.619
Madrid,2022-04-18 00:00:00,2022-05-01 00:00:00,7.726,25.848
Madrid,2022-04-17 00:00:00,2022-05-01 00:00:00,5.88,26.076
Madrid,2022-05-02 00:00:00,2022-05-02 00:00:00,9.366,15.946
Madrid,2022-05-01 00:00:00,2022-05-02 00:00:00,9.272,16.105
Madrid,2022-04-30 00:00:00,2022-05-02 00:00:00,9.553,16.265
Madrid,2022-04-29 00:00:00,2022-05-02 00:00:00,9.085,15.468
Madrid,2022-04-28 00:00:00,2022-05-02 00:00:00,9.741,16.584
Madrid,2022-04-27 00:00:00,2022-05-02 00:00:00,9.834,16.743
Madrid,2022-04-26 00:00:00,2022-05-02 00:00:00,9.928,16.903
Madrid,2022-04-25 00:00:00,2022-05-02 00:00:00,8.71,14.83
Madrid,2022-04-24 00:00:00,2022-05-02 00:00:00,8.617,14.67
Madrid,2022-04-23 00:00:00,2022-05-02 00:00:00,10.209,14.511
Madrid,2022-04-22 00:00:00,2022-05-02 00:00:00,8.429,14.351
Madrid,2022-04-21 00:00:00,2022-05-02 00:00:00,10.396,17.7
Madrid,2022-04-20 00:00:00,2022-05-02 00:00:00,8.242,17.86
Madrid,2022-04-19 00:00:00,2022-05-02 00:00:00,8.148,18.019
Madrid,2022-04-18 00:00:00,2022-05-02 00:00:00,10.677,13.714
Madrid,2022-05-03 00:00:00,2022-05-03 00:00:00,19.025,14.059
Madrid,2022-05-02 00:00:00,2022-05-03 00:00:00,18.835,13.918
Madrid,2022-05-01 00:00:00,2022-05-03 00:00:00,18.644,14.34
Madrid,2022-04-30 00:00:00,2022-05-03 00:00:00,18.454,13.637
Madrid,2022-04-29 00:00:00,2022-05-03 00:00:00,19.786,13.497
Madrid,2022-04-28 00:00:00,2022-05-03 00:00:00,18.074,14.762
Madrid,2022-04-27 00:00:00,2022-05-03 00:00:00,17.883,14.903
Madrid,2022-04-26 00:00:00,2022-05-03 00:00:00,20.357,15.043
Madrid,2022-04-25 00:00:00,2022-05-03 00:00:00,20.547,12.934
Madrid,2022-04-24 00:00:00,2022-05-03 00:00:00,20.737,12.794
Madrid,2022-04-23 00:00:00,2022-05-03 00:00:00,20.927,15.465
Madrid,2022-04-22 00:00:00,2022-05-03 00:00:00,16.932,15.605
Madrid,2022-04-21 00:00:00,2022-05-03 00:00:00,16.742,12.372
Madrid,2022-04-20 00:00:00,2022-05-03 00:00:00,16.552,12.231
Madrid,2022-04-19 00:00:00,2022-05-03 00:00:00,16.361,16.027
Madrid,2022-05-04 00:00:00,2022-05-04 00:00:00,18.745,16.128
Madrid,2022-05-03 00:00:00,2022-05-04 00:00:00,18.932,15.967
Madrid,2022-05-02 00:00:00,2022-05-04 00:00:00,18.37,16.451
Madrid,2022-05-01 00:00:00,2022-05-04 00:00:00,18.183,16.612
Madrid,2022-04-30 00:00:00,2022-05-04 00:00:00,17.995,16.773
Madrid,2022-04-29 00:00:00,2022-05-04 00:00:00,17.808,15.322
Madrid,2022-04-28 00:00:00,2022-05-04 00:00:00,17.62,17.096
Madrid,2022-04-27 00:00:00,2022-05-04 00:00:00,20.057,14.999
Madrid,2022-04-26 00:00:00,2022-05-04 00:00:00,17.245,14.838
Madrid,2022-04-25 00:00:00,2022-05-04 00:00:00,17.058,14.676
Madrid,2022-04-24 00:00:00,2022-05-04 00:00:00,16.87,14.515
Madrid,2022-04-23 00:00:00,2022-05-04 00:00:00,16.683,17.902
Madrid,2022-04-22 00:00:00,2022-05-04 00:00:00,20.994,14.193
Madrid,2022-04-21 00:00:00,2022-05-04 00:00:00,16.308,14.031
Madrid,2022-04-20 00:00:00,2022-05-04 00:00:00,16.121,13.87
Madrid,2022-05-05 00:00:00,2022-05-05 00:00:00,18.628,19.641
Madrid,2022-05-04 00:00:00,2022-05-05 00:00:00,18.814,19.445
Madrid,2022-05-03 00:00:00,2022-05-05 00:00:00,19.001,19.248
Madrid,2022-05-02 00:00:00,2022-05-05 00:00:00,18.069,20.23
Madrid,2022-05-01 00:00:00,2022-05-05 00:00:00,17.883,20.427
Madrid,2022-04-30 00:00:00,2022-05-05 00:00:00,19.559,18.659
Madrid,2022-04-29 00:00:00,2022-05-05 00:00:00,19.746,20.819
Madrid,2022-04-28 00:00:00,2022-05-05 00:00:00,17.324,18.266
Madrid,2022-04-27 00:00:00,2022-05-05 00:00:00,20.118,18.07
Madrid,2022-04-26 00:00:00,2022-05-05 00:00:00,20.305,17.873
Madrid,2022-04-25 00:00:00,2022-05-05 00:00:00,20.491,21.605
Madrid,2022-04-24 00:00:00,2022-05-05 00:00:00,16.579,21.802
Madrid,2022-04-23 00:00:00,2022-05-05 00:00:00,20.863,17.284
Madrid,2022-04-22 00:00:00,2022-05-05 00:00:00,16.206,22.194
Madrid,2022-04-21 00:00:00,2022-05-05 00:00:00,21.236,16.891
Madrid,2022-05-06 00:00:00,2022-05-06 00:00:00,8.098,21.865
Madrid,2022-05-05 00:00:00,2022-05-06 00:00:00,8.179,21.646
Madrid,2022-05-04 00:00:00,2022-05-06 00:00:00,8.26,22.302
Madrid,2022-05-03 00:00:00,2022-05-06 00:00:00,7.855,21.209
Madrid,2022-05-02 00:00:00,2022-05-06 00:00:00,8.422,20.99
Madrid,2022-05-01 00:00:00,2022-05-06 00:00:00,7.693,22.958
Madrid,2022-04-30 00:00:00,2022-05-06 00:00:00,7.612,23.177
Madrid,2022-04-29 00:00:00,2022-05-06 00:00:00,7.531,23.396
Madrid,2022-04-28 00:00:00,2022-05-06 00:00:00,7.45,20.116
Madrid,2022-04-27 00:00:00,2022-05-06 00:00:00,7.369,19.897
Madrid,2022-04-26 00:00:00,2022-05-06 00:00:00,7.288,19.678
Madrid,2022-04-25 00:00:00,2022-05-06 00:00:00,8.989,24.27
Madrid,2022-04-24 00:00:00,2022-05-06 00:00:00,7.126,19.241
Madrid,2022-04-23 00:00:00,2022-05-06 00:00:00,9.151,19.023
Madrid,2022-04-22 00:00:00,2022-05-06 00:00:00,6.964,18.804
Madrid,2022-05-07 00:00:00,2022-05-07 00:00:00,13.898,21.638
Madrid,2022-05-06 00:00:00,2022-05-07 00:00:00,14.037,21.854
Madrid,2022-05-05 00:00:00,2022-05-07 00:00:00,13.62,22.071
Madrid,2022-05-04 00:00:00,2022-05-07 00:00:00,13.481,22.287
Madrid,2022-05-03 00:00:00,2022-05-07 00:00:00,14.454,22.504
Madrid,2022-05-02 00:00:00,2022-05-07 00:00:00,13.203,22.72
Madrid,2022-05-01 00:00:00,2022-05-07 00:00:00,13.064,20.34
Madrid,2022-04-30 00:00:00,2022-05-07 00:00:00,12.925,23.153
Madrid,2022-04-29 00:00:00,2022-05-07 00:00:00,12.786,23.369
Madrid,2022-04-28 00:00:00,2022-05-07 00:00:00,15.149,19.691
Madrid,2022-04-27 00:00:00,2022-05-07 00:00:00,12.508,23.802
Madrid,2022-04-26 00:00:00,2022-05-07 00:00:00,15.427,19.258
Madrid,2022-04-25 00:00:00,2022-05-07 00:00:00,12.23,19.041
Madrid,2022-04-24 00:00:00,2022-05-07 00:00:00,15.705,18.825
Madrid,2022-04-23 00:00:00,2022-05-07 00:00:00,11.952,18.609
Madrid,2022-05-08 00:00:00,2022-05-08 00:00:00,20.411,18.191
Madrid,2022-05-07 00:00:00,2022-05-08 00:00:00,20.207,18.009
Madrid,2022-05-06 00:00:00,2022-05-08 00:00:00,20.819,18.555
Madrid,2022-05-05 00:00:00,2022-05-08 00:00:00,19.799,18.737
Madrid,2022-05-04 00:00:00,2022-05-08 00:00:00,19.595,17.463
Madrid,2022-05-03 00:00:00,2022-05-08 00:00:00,21.432,19.101
Madrid,2022-05-02 00:00:00,2022-05-08 00:00:00,21.636,19.282
Madrid,2022-05-01 00:00:00,2022-05-08 00:00:00,21.84,16.918
Madrid,2022-04-30 00:00:00,2022-05-08 00:00:00,22.044,19.646
Madrid,2022-04-29 00:00:00,2022-05-08 00:00:00,22.248,16.554
Madrid,2022-04-28 00:00:00,2022-05-08 00:00:00,18.37,20.01
Madrid,2022-04-27 00:00:00,2022-05-08 00:00:00,22.656,20.192
Madrid,2022-04-26 00:00:00,2022-05-08 00:00:00,17.962,20.374
Madrid,2022-04-25 00:00:00,2022-05-08 00:00:00,23.064,15.826
Madrid,2022-04-24 00:00:00,2022-05-08 00:00:00,17.553,15.644
Madrid,2022-05-09 00:00:00,2022-05-09 00:00:00,9.166,18.884
Madrid,2022-05-08 00:00:00,2022-05-09 00:00:00,9.074,19.073
Madrid,2022-05-07 00:00:00,2022-05-09 00:00:00,9.349,18.506
Madrid,2022-05-06 00:00:00,2022-05-09 00:00:00,9.441,18.317
Madrid,2022-05-05 00:00:00,2022-05-09 00:00:00,8.799,19.639
Madrid,2022-05-04 00:00:00,2022-05-09 00:00:00,8.708,17.94
Madrid,2022-05-03 00:00:00,2022-05-09 00:00:00,9.716,17.751
Madrid,2022-05-02 00:00:00,2022-05-09 00:00:00,8.524,17.562
Madrid,2022-05-01 00:00:00,2022-05-09 00:00:00,8.433,17.373
Madrid,2022-04-30 00:00:00,2022-05-09 00:00:00,9.991,17.184
Madrid,2022-04-29 00:00:00,2022-05-09 00:00:00,8.249,20.772
Madrid,2022-04-28 00:00:00,2022-05-09 00:00:00,10.174,20.961
Madrid,2022-04-27 00:00:00,2022-05-09 00:00:00,10.266,21.15
Madrid,2022-04-26 00:00:00,2022-05-09 00:00:00,10.358,21.339
Madrid,2022-04-25 00:00:00,2022-05-09 00:00:00,10.449,21.528
Madrid,2022-05-10 00:00:00,2022-05-10 00:00:00,11.297,13.519
Madrid,2022-05-09 00:00:00,2022-05-10 00:00:00,11.41,13.384
Madrid,2022-05-08 00:00:00,2022-05-10 00:00:00,11.523,13.789
Madrid,2022-05-07 00:00:00,2022-05-10 00:00:00,10.958,13.925
Madrid,2022-05-06 00:00:00,2022-05-10 00:00:00,10.845,12.978
Madrid,2022-05-05 00:00:00,2022-05-10 00:00:00,11.862,14.195
Madrid,2022-05-04 00:00:00,2022-05-10 00:00:00,10.619,12.708
Madrid,2022-05-03 00:00:00,2022-05-10 00:00:00,10.506,14.465
Madrid,2022-05-02 00:00:00,2022-05-10 00:00:00,12.201,12.437
Madrid,2022-05-01 00:00:00,2022-05-10 00:00:00,10.28,12.302
Madrid,2022-04-30 00:00:00,2022-05-10 00:00:00,10.167,14.871
Madrid,2022-04-29 00:00:00,2022-05-10 00:00:00,10.054,12.032
Madrid,2022-04-28 00:00:00,2022-05-10 00:00:00,9.941,11.897
Madrid,2022-04-27 00:00:00,2022-05-10 00:00:00,9.828,11.762
Madrid,2022-04-26 00:00:00,2022-05-10 00:00:00,9.715,11.626
Sevilla,2022-05-01 00:00:00,2022-05-01 00:00:00,17.333,20.348
Sevilla,2022-04-30 00:00:00,2022-05-01 00:00:00,17.506,20.551
Sevilla,2022-04-29 00:00:00,2022-05-01 00:00:00,16.986,19.941
Sevilla,2022-04-28 00:00:00,2022-05-01 00:00:00,16.813,19.738
Sevilla,2022-04-27 00:00:00,2022-05-01 00:00:00,16.64,19.534
Sevilla,2022-04-26 00:00:00,2022-05-01 00:00:00,16.466,19.331
Sevilla,2022-04-25 00:00:00,2022-05-01 00:00:00,18.373,21.569
Sevilla,2022-04-24 00:00:00,2022-05-01 00:00:00,18.546,21.772
Sevilla,2022-04-23 00:00:00,2022-05-01 00:00:00,15.946,21.976
Sevilla,2022-04-22 00:00:00,2022-05-01 00:00:00,18.893,22.179
Sevilla,2022-04-21 00:00:00,2022-05-01 00:00:00,15.6,18.313
Sevilla,2022-04-20 00:00:00,2022-05-01 00:00:00,19.24,18.11
Sevilla,2022-04-19 00:00:00,2022-05-01 00:00:00,15.253,17.906
Sevilla,2022-04-18 00:00:00,2022-05-01 00:00:00,19.586,17.703
Sevilla,2022-04-17 00:00:00,2022-05-01 00:00:00,14.906,17.499
Sevilla,2022-05-02 00:00:00,2022-05-02 00:00:00,14.254,23.513
Sevilla,2022-05-01 00:00:00,2022-05-02 00:00:00,14.397,23.278
Sevilla,2022-04-30 00:00:00,2022-05-02 00:00:00,13.969,23.983
Sevilla,2022-04-29 00:00:00,2022-05-02 00:00:00,14.682,22.808
Sevilla,2022-04-28 00:00:00,2022-05-02 00:00:00,14.824,22.572
Sevilla,2022-04-27 00:00:00,2022-05-02 00:00:00,13.541,22.337
Sevilla,2022-04-26 00:00:00,2022-05-02 00:00:00,15.109,22.102
Sevilla,2022-04-25 00:00:00,2022-05-02 00:00:00,15.252,25.159
Sevilla,2022-04-24 00:00:00,2022-05-02 00:00:00,15.394,25.394
Sevilla,2022-04-23 00:00:00,2022-05-02 00:00:00,15.537,21.397
Sevilla,2022-04-22 00:00:00,2022-05-02 00:00:00,12.829,21.162
Sevilla,2022-04-21 00:00:00,2022-05-02 00:00:00,15.822,26.099
Sevilla,2022-04-20 00:00:00,2022-05-02 00:00:00,12.544,20.691
Sevilla,2022-04-19 00:00:00,2022-05-02 00:00:00,16.107,20.456
Sevilla,2022-04-18 00:00:00,2022-05-02 00:00:00,12.258,26.805
Sevilla,2022-05-03 00:00:00,2022-05-03 00:00:00,15.554,16.106
Sevilla,2022-05-02 00:00:00,2022-05-03 00:00:00,15.398,16.267
Sevilla,2022-05-01 00:00:00,2022-05-03 00:00:00,15.243,16.428
Sevilla,2022-04-30 00:00:00,2022-05-03 00:00:00,16.021,15.623
Sevilla,2022-04-29 00:00:00,2022-05-03 00:00:00,14.932,16.75
Sevilla,2022-04-28 00:00:00,2022-05-03 00:00:00,16.332,15.301
Sevilla,2022-04-27 00:00:00,2022-05-03 00:00:00,14.621,15.14
Sevilla,2022-04-26 00:00:00,2022-05-03 00:00:00,14.465,14.979
Sevilla,2022-04-25 00:00:00,2022-05-03 00:00:00,16.798,14.818
Sevilla,2022-04-24 00:00:00,2022-05-03 00:00:00,16.954,14.656
Sevilla,2022-04-23 00:00:00,2022-05-03 00:00:00,13.999,17.717
Sevilla,2022-04-22 00:00:00,2022-05-03 00:00:00,13.843,14.334
Sevilla,2022-04-21 00:00:00,2022-05-03 00:00:00,17.42,18.039
Sevilla,2022-04-20 00:00:00,2022-05-03 00:00:00,13.532,18.2
Sevilla,2022-04-19 00:00:00,2022-05-03 00:00:00,13.376,18.361
Sevilla,2022-05-04 00:00:00,2022-05-04 00:00:00,17.738,25.486
Sevilla,2022-05-03 00:00:00,2022-05-04 00:00:00,17.561,25.231
Sevilla,2022-05-02 00:00:00,2022-05-04 00:00:00,18.093,25.996
Sevilla,2022-05-01 00:00:00,2022-05-04 00:00:00,17.206,24.721
Sevilla,2022-04-30 00:00:00,2022-05-04 00:00:00,18.448,26.505
Sevilla,2022-04-29 00:00:00,2022-05-04 00:00:00,16.851,26.76
Sevilla,2022-04-28 00:00:00,2022-05-04 00:00:00,16.674,23.957
Sevilla,2022-04-27 00:00:00,2022-05-04 00:00:00,16.496,27.27
Sevilla,2022-04-26 00:00:00,2022-05-04 00:00:00,19.157,23.447
Sevilla,2022-04-25 00:00:00,2022-05-04 00:00:00,19.334,27.78
Sevilla,2022-04-24 00:00:00,2022-05-04 00:00:00,15.964,28.035
Sevilla,2022-04-23 00:00:00,2022-05-04 00:00:00,15.787,22.683
Sevilla,2022-04-22 00:00:00,2022-05-04 00:00:00,15.609,22.428
Sevilla,2022-04-21 00:00:00,2022-05-04 00:00:00,20.044,28.799
Sevilla,2022-04-20 00:00:00,2022-05-04 00:00:00,15.255,21.918
Sevilla,2022-05-05 00:00:00,2022-05-05 00:00:00,9.551,20.234
Sevilla,2022-05-04 00:00:00,2022-05-05 00:00:00,9.647,20.436
Sevilla,2022-05-03 00:00:00,2022-05-05 00:00:00,9.36,19.829
Sevilla,2022-05-02 00:00:00,2022-05-05 00:00:00,9.838,19.627
Sevilla,2022-05-01 00:00:00,2022-05-05 00:00:00,9.933,19.425
Sevilla,2022-04-30 00:00:00,2022-05-05 00:00:00,10.029,21.246
Sevilla,2022-04-29 00:00:00,2022-05-05 00:00:00,10.124,19.02
Sevilla,2022-04-28 00:00:00,2022-05-05 00:00:00,8.882,21.65
Sevilla,2022-04-27 00:00:00,2022-05-05 00:00:00,8.787,21.853
Sevilla,2022-04-26 00:00:00,2022-05-05 00:00:00,8.691,22.055
Sevilla,2022-04-25 00:00:00,2022-05-05 00:00:00,10.506,22.257
Sevilla,2022-04-24 00:00:00,2022-05-05 00:00:00,10.602,22.46
Sevilla,2022-04-23 00:00:00,2022-05-05 00:00:00,10.697,17.806
Sevilla,2022-04-22 00:00:00,2022-05-05 00:00:00,8.309,22.864
Sevilla,2022-04-21 00:00:00,2022-05-05 00:00:00,8.214,17.401
Sevilla,2022-05-06 00:00:00,2022-05-06 00:00:00,13.977,18.675
Sevilla,2022-05-05 00:00:00,2022-05-06 00:00:00,14.117,18.488
